CellID,metadata_position,area,global_x_pos,global_y_pos
64,1,764,3.783115e+02,7.777487e+01
65,1,2566,7.879754e+02,7.791076e+01
66,1,1797,1.433191e+03,7.224207e+01
67,1,1321,5.379039e+02,9.536639e+01
68,1,1399,3.137098e+02,8.473981e+01
69,1,2393,1.501640e+03,8.159841e+01
70,1,2549,1.264630e+03,9.028403e+01
71,1,1050,1.356814e+03,9.417048e+01
72,1,2423,8.488894e+02,9.500041e+01
73,1,2925,6.858106e+02,8.377231e+01
74,1,1534,9.353611e+02,8.467862e+01
75,1,1182,9.656844e+02,9.303299e+01
76,1,1012,1.161122e+03,8.839921e+01
77,1,2064,1.391827e+03,9.298643e+01
78,1,1458,2.595117e+02,1.000336e+02
79,1,1442,3.585659e+02,1.016949e+02
80,1,2115,4.278340e+02,1.044279e+02
81,1,1129,1.444817e+03,1.024615e+02
82,1,1902,4.960799e+02,1.080089e+02
83,1,957,9.211432e+02,1.221599e+02
84,1,2164,1.318567e+03,1.115998e+02
85,1,1277,284,1.166766e+02
86,1,2095,1.976852e+03,1.169475e+02
87,1,1245,1.188046e+03,1.159743e+02
88,1,1396,8.947915e+02,1.156218e+02
89,1,1668,1.859550e+02,1.137944e+02
90,1,941,1.149584e+03,1.121445e+02
91,1,2080,1.511989e+03,1.238639e+02
92,1,1694,1.426571e+03,1.268264e+02
93,1,1212,3.204975e+02,1.157599e+02
94,1,1349,7.085300e+02,1.191987e+02
95,1,1980,7.859924e+02,1.213551e+02
96,1,1575,9.534368e+02,1.304603e+02
97,1,1987,6.177620e+02,1.231595e+02
98,1,1735,6.588202e+02,1.245308e+02
99,1,1114,1.147215e+03,1.357711e+02
100,1,1361,4.727303e+02,1.374475e+02
101,1,1432,1.259434e+02,1.315307e+02
102,1,1196,3.322893e+02,1.464080e+02
103,1,2022,7.414075e+02,1.342349e+02
104,1,1695,1.056415e+03,1.349392e+02
105,1,2215,1.592414e+03,1.374135e+02
106,1,1589,1.713998e+03,1.331284e+02
107,1,2027,1.686955e+03,1.468130e+02
108,1,1637,1.596536e+02,1.459713e+02
109,1,1389,2.089294e+02,1.424334e+02
110,1,2486,3.850708e+02,1.521838e+02
111,1,899,6.978765e+02,1.459911e+02
112,1,1417,1.647552e+03,1.428758e+02
113,1,1227,3.007221e+02,1.502388e+02
114,1,1832,1.250100e+03,1.480568e+02
115,1,3085,5.440133e+02,1.520392e+02
116,1,830,1.185120e+03,1.491265e+02
117,1,1840,1.298623e+03,1.472380e+02
118,1,2668,1.012926e+03,1.502084e+02
119,1,1709,8.121849e+02,1.569304e+02
120,1,2146,8.761934e+02,1.542870e+02
121,1,1608,4.968414e+02,1.583881e+02
122,1,2161,6.067247e+02,1.631379e+02
123,1,961,6.709438e+02,1.585140e+02
124,1,1552,1.162030e+03,1.683441e+02
125,1,2021,1.391404e+03,1.596843e+02
126,1,1840,1.174033e+02,1.653293e+02
127,1,1843,1.621856e+03,1.687406e+02
128,1,1462,7.711224e+02,1.640116e+02
129,1,2279,1.811296e+03,1.682558e+02
130,1,1200,1.061773e+03,1.651133e+02
131,1,2285,1.923225e+02,1.769689e+02
132,1,1670,1.361212e+03,1.779251e+02
133,1,1651,7.008988e+02,1.839376e+02
134,1,1753,983,1.767125e+02
135,1,1914,1.104634e+03,1.750967e+02
136,1,1142,1.209097e+03,1.716629e+02
137,1,1638,2.853230e+02,1.799823e+02
138,1,1197,9.452590e+02,1.734662e+02
139,1,560,6.659929e+02,1.816554e+02
140,1,1713,7.358984e+02,1.863234e+02
141,1,1308,1.287959e+03,1.939778e+02
142,1,1036,1.317512e+03,1.807703e+02
143,1,1421,8.754609e+01,1.822759e+02
144,1,1072,1.265143e+03,1.830485e+02
145,1,1790,7.884408e+02,1.957564e+02
146,1,1683,2.448711e+02,1.893143e+02
147,1,637,4.728179e+02,1.845275e+02
148,1,1037,1.062694e+03,1.913684e+02
149,1,1570,1.210319e+03,1.991236e+02
150,1,2110,1.662665e+03,1.893976e+02
151,1,2346,1.960024e+03,1.914727e+02
152,1,1552,9.026997e+02,1.855883e+02
153,1,2380,1.767688e+03,1.967151e+02
154,1,448,8.008705e+01,2.037768e+02
155,1,1336,4.161115e+02,1.871811e+02
156,1,668,9.291931e+02,1.991826e+02
157,1,1612,4.988288e+02,2.004243e+02
158,1,2400,1.862210e+03,1.978546e+02
159,1,793,1.086794e+03,2.057932e+02
160,1,1636,5.516565e+01,1.997188e+02
161,1,828,4.299457e+02,2.058696e+02
162,1,2044,3.134511e+02,2.025714e+02
163,1,1022,4.566546e+02,1.987740e+02
164,1,2156,3.744661e+02,2.020510e+02
165,1,1227,9.536642e+02,2.120481e+02
166,1,956,5.807061e+02,2.040764e+02
167,1,439,5.106856e+02,2.146811e+02
168,1,1558,5.498620e+02,2.104602e+02
169,1,1691,1.016413e+03,2.099598e+02
170,1,1551,1.239536e+03,2.145770e+02
171,1,425,9.284518e+02,2.248353e+02
172,1,1056,4.484261e+02,2.275795e+02
173,1,2174,6.692079e+02,2.148786e+02
174,1,2182,1.327376e+03,2.138341e+02
175,1,1122,9.085098e+02,2.286622e+02
176,1,1997,1.925950e+03,2.236775e+02
177,1,1879,8.731181e+02,2.233960e+02
178,1,2039,1.366936e+03,2.264350e+02
179,1,1201,9.829759e+02,2.217077e+02
180,1,1757,2.771485e+01,2.250751e+02
181,1,1965,2.361349e+02,2.321455e+02
182,1,1240,4.011105e+02,2.314661e+02
183,1,2065,8.276518e+02,2.268751e+02
184,1,2216,1.064261e+03,2.321782e+02
185,1,1858,1.408583e+03,2.323902e+02
186,1,1402,2.052546e+02,2.324444e+02
187,1,2401,3.246747e+02,2.453253e+02
188,1,1469,5.137597e+02,2.398666e+02
189,1,1307,7.769579e+02,2.354552e+02
190,1,1229,4.803702e+02,2.484467e+02
191,1,2381,5.776140e+02,2.431756e+02
192,1,1147,1.000825e+03,2.479398e+02
193,1,2157,9.826008e+01,2.481011e+02
194,1,1433,6.344941e+01,2.466001e+02
195,1,603,7.903599e+02,2.533234e+02
196,1,1360,3.693081e+02,2.529765e+02
197,1,1340,7.210060e+02,2.483284e+02
198,1,1971,9.530594e+02,2.582268e+02
199,1,508,4.565177e+02,2.534370e+02
200,1,3562,1.282634e+03,2.529798e+02
201,1,2277,1.781655e+03,2.617870e+02
202,1,1608,401,2.689795e+02
203,1,1543,1.716202e+01,2.622022e+02
204,1,896,7.351462e+02,2.700949e+02
205,1,1405,8.335751e+02,2.642804e+02
206,1,1920,8.923802e+02,2.662901e+02
207,1,1215,1.138300e+03,2.549416e+02
208,1,2171,1.435861e+03,2.689728e+02
209,1,2286,6.575402e+02,2.606759e+02
210,1,2327,1.192303e+03,2.654147e+02
211,1,1727,4.473665e+02,2.744331e+02
212,1,1232,1.161605e+03,2.763669e+02
213,1,1558,1.095164e+03,2.710770e+02
214,1,1471,5.186139e+02,2.789973e+02
215,1,2348,1.711802e+02,2.821486e+02
216,1,1637,9.907899e+02,2.794887e+02
217,1,1461,5.466899e+02,2.782580e+02
218,1,1235,1.120283e+03,2.812032e+02
219,1,3164,7.713831e+02,2.865550e+02
220,1,1731,6.951514e+02,2.831462e+02
221,1,1811,1.222179e+03,2.912634e+02
222,1,2004,5.803388e+02,2.929446e+02
223,1,2062,9.031620e+01,2.975858e+02
224,1,2714,1.654773e+03,2.894130e+02
225,1,2013,1.299842e+03,3.025663e+02
226,1,1727,1.503240e+03,3.008749e+02
227,1,1455,8.135285e+02,3.011924e+02
228,1,919,8.405332e+02,3.013613e+02
229,1,1438,1.132097e+03,3.111321e+02
230,1,1607,1.978407e+01,3.027673e+02
231,1,1889,1.010290e+03,3.078846e+02
232,1,1776,3.574369e+02,3.025552e+02
233,1,1362,8.994978e+02,3.029244e+02
234,1,1891,3.943109e+02,3.126790e+02
235,1,1051,8.652131e+02,3.073092e+02
236,1,1854,9.396607e+02,3.097767e+02
237,1,1374,6.925255e+02,3.146492e+02
238,1,2371,3.066035e+02,3.106622e+02
239,1,1856,1.965699e+03,3.141293e+02
240,1,1246,8.998379e+02,3.339936e+02
241,1,2173,1.398659e+03,3.196424e+02
242,1,1696,5.569575e+01,3.282229e+02
243,1,2475,1.768915e+03,3.296796e+02
244,1,1546,6.752490e+02,3.357794e+02
245,1,1448,5.422238e+02,3.264413e+02
246,1,2111,1.257582e+03,3.302127e+02
247,1,1535,1.327911e+03,3.290678e+02
248,1,753,7.892430e+00,3.431567e+02
249,1,1363,1.202809e+03,3.278063e+02
250,1,2493,1.087800e+03,3.409763e+02
251,1,2100,1.660952e+03,3.382167e+02
252,1,2402,1.842170e+03,3.381453e+02
253,1,1803,4.498674e+02,3.407510e+02
254,1,2238,8.546559e+02,3.463110e+02
255,1,684,1.219830e+03,3.447807e+02
256,1,1537,3.363175e+02,3.389844e+02
257,1,2053,1.967321e+03,3.497969e+02
258,1,850,5.468165e+02,3.560635e+02
259,1,1999,7.822231e+02,3.465003e+02
260,1,1802,5.903552e+02,3.388935e+02
261,1,1704,2.325593e+02,3.434319e+02
262,1,1087,2.588868e+01,3.537810e+02
263,1,1811,1.376279e+03,3.595616e+02
264,1,1686,1.626921e+03,3.537266e+02
265,1,1035,5.756870e+02,3.649758e+02
266,1,1423,1.332972e+03,3.584385e+02
267,1,2374,1.572500e+03,3.541744e+02
268,1,1266,5.147780e+02,3.569123e+02
269,1,1348,1.172180e+03,3.566335e+02
270,1,2220,1.686171e+02,3.545752e+02
271,1,1824,1.133008e+03,3.581557e+02
272,1,1877,6.512206e+02,3.609750e+02
273,1,1457,9.257062e+02,3.612251e+02
274,1,1199,5.178982e+01,3.675079e+02
275,1,1492,8.972118e+01,3.617319e+02
276,1,2238,1.720799e+03,3.657525e+02
277,1,784,1.209773e+03,3.654783e+02
278,1,2372,1.424112e+03,3.629195e+02
279,1,1320,9.554871e+02,3.659500e+02
280,1,2166,1.802182e+03,3.663707e+02
281,1,1338,3.460807e+02,3.688722e+02
282,1,1457,1.239275e+03,3.768044e+02
283,1,2068,3.041523e+02,3.716296e+02
284,1,1559,8.112893e+02,3.705106e+02
285,1,1684,4.488967e+02,3.789097e+02
286,1,1476,1.276511e+03,3.760881e+02
287,1,2524,2.181767e+02,3.803304e+02
288,1,1402,9.779358e+02,3.818466e+02
289,1,819,1.326955e+03,3.826288e+02
290,1,1711,1.838060e+03,3.871765e+02
291,1,1027,2.721879e+02,3.798296e+02
292,1,1724,1.753526e+03,3.905644e+02
293,1,2067,1.970639e+03,3.904296e+02
294,1,2114,3.995818e+02,3.859825e+02
295,1,1702,8.267186e+02,3.983619e+02
296,1,1902,1.671533e+03,3.876630e+02
297,1,2179,7.699390e+02,3.941790e+02
298,1,1322,1.621803e+03,3.894977e+02
299,1,1287,5.775571e+02,3.945493e+02
300,1,2300,6.809152e+02,3.958683e+02
301,1,1528,3.515046e+02,3.988004e+02
302,1,1381,1.205062e+03,3.929681e+02
303,1,2395,1.157921e+03,3.976868e+02
304,1,2699,5.063327e+02,3.971312e+02
305,1,1982,1.866706e+03,4.043017e+02
306,1,1739,1.260962e+03,4.108545e+02
307,1,1993,7.875615e+01,4.007878e+02
308,1,1437,1.008141e+03,4.013953e+02
309,1,850,1.640142e+03,4.084365e+02
310,1,623,3.034462e+02,4.085923e+02
311,1,1696,1.556781e+02,4.061291e+02
312,1,1108,1.312684e+03,4.029486e+02
313,1,1616,6.099418e+02,4.068886e+02
314,1,1806,1.355413e+03,4.064873e+02
315,1,1637,2.732291e+02,4.150250e+02
316,1,1962,4.348909e+02,4.157120e+02
317,1,1810,3.606077e+01,4.097193e+02
318,1,1873,1.453761e+03,4.103620e+02
319,1,1462,1.940438e+02,4.147442e+02
320,1,1171,3.725619e+02,4.193219e+02
321,1,1797,1.390037e+03,4.114257e+02
322,1,1570,1.419657e+03,4.125656e+02
323,1,1140,1.939344e+03,4.079781e+02
324,1,1846,8.882925e+02,4.183451e+02
325,1,2082,9.531234e+02,4.206085e+02
326,1,1632,1.308409e+03,4.305043e+02
327,1,2001,1.199930e+03,4.306367e+02
328,1,2749,1.056674e+03,4.252819e+02
329,1,1740,4.699609e+02,4.326977e+02
330,1,2313,5.496688e+02,4.298638e+02
331,1,1720,9.963936e+02,4.356680e+02
332,1,1214,1.658386e+03,4.281837e+02
333,1,2030,7.441197e+02,4.333232e+02
334,1,1362,1.928963e+03,4.388377e+02
335,1,1708,9.469789e+01,4.359081e+02
336,1,1514,1.233930e+02,4.457325e+02
337,1,1195,1.955940e+03,4.457950e+02
338,1,1804,5.008065e+02,4.499235e+02
339,1,1372,1.760284e+02,4.450875e+02
340,1,1802,7.893291e+02,4.365483e+02
341,1,2036,6.054858e+02,4.475383e+02
342,1,1546,3.090686e+02,4.426772e+02
343,1,1446,4.687967e+01,4.483762e+02
344,1,1664,8.372374e+02,4.468804e+02
345,1,1847,1.648154e+03,4.574136e+02
346,1,1138,1.525993e+02,4.613919e+02
347,1,1648,9.227567e+02,4.521274e+02
348,1,1068,7.985403e+02,4.682650e+02
349,1,1399,2.192781e+01,4.658270e+02
350,1,2026,1.702107e+03,4.576619e+02
351,1,2345,1.830841e+03,4.672806e+02
352,1,1500,8.758360e+02,4.666087e+02
353,1,1772,7.274893e+02,4.745643e+02
354,1,1317,8.246576e+02,4.816583e+02
355,1,2338,3.413251e+02,4.775068e+02
356,1,1286,2.718764e+02,4.722177e+02
357,1,2210,5.775303e+02,4.784611e+02
358,1,729,9.236680e+02,4.779616e+02
359,1,1217,3.003155e+02,4.823525e+02
360,1,1075,9.136577e+02,4.958233e+02
361,1,3090,1.027529e+03,4.914023e+02
362,1,2210,1.836643e+02,4.909787e+02
363,1,1907,2.084636e+01,5.013346e+02
364,1,2521,1.567934e+03,4.967866e+02
365,1,3146,4.661008e+02,4.945880e+02
366,1,1160,2.482095e+02,4.929509e+02
367,1,1822,1.864639e+03,4.962031e+02
368,1,1530,8.853928e+02,5.054150e+02
369,1,659,2.089605e+02,5.028407e+02
370,1,1924,1.700407e+03,4.943534e+02
371,1,1085,2.232028e+02,5.149373e+02
372,1,1263,1.187363e+03,5.058321e+02
373,1,1356,2.783437e+02,5.179882e+02
374,1,2133,1.153844e+03,5.154937e+02
375,1,1807,1.352128e+03,5.103818e+02
376,1,2545,8.200629e+01,5.174369e+02
377,1,1427,1.235912e+03,5.191184e+02
378,1,663,2.474299e+02,5.274540e+02
379,1,1482,1.868689e+03,5.292821e+02
380,1,2352,1.406076e+02,5.257037e+02
381,1,1461,1.207239e+03,5.270746e+02
382,1,2392,5.183554e+02,5.276509e+02
383,1,1623,1.719744e+03,5.301158e+02
384,1,2657,9.780749e+02,5.198423e+02
385,1,1718,7.830576e+02,5.279226e+02
386,1,1749,1.415641e+03,5.273751e+02
387,1,2475,1.673152e+03,5.272986e+02
388,1,1463,8.741312e+02,5.351230e+02
389,1,3601,1.090051e+03,5.381874e+02
390,1,1567,4.569324e+02,5.347441e+02
391,1,1662,7.551161e+02,5.421937e+02
392,1,2456,3.414646e+02,5.460244e+02
393,1,2307,1.821540e+03,5.425449e+02
394,1,1234,1.370041e+03,5.449441e+02
395,1,1715,1.514723e+03,5.430840e+02
396,1,1241,1.484616e+03,5.445874e+02
397,1,2570,1.036093e+03,5.430720e+02
398,1,1929,1.332387e+03,5.486236e+02
399,1,1081,4.385430e+02,5.541600e+02
400,1,1948,6.354589e+02,5.422459e+02
401,1,1472,2.100156e+02,5.520992e+02
402,1,2106,2.690128e+02,5.565237e+02
403,1,1735,1.134542e+03,5.554703e+02
404,1,1772,1.654762e+03,5.600988e+02
405,1,995,1.392193e+03,5.568804e+02
406,1,1044,3.701504e+02,5.544569e+02
407,1,1562,9.105915e+02,5.557932e+02
408,1,956,1.429536e+03,5.609854e+02
409,1,1724,8.577952e+02,5.666879e+02
410,1,1840,6.306375e+02,5.771212e+02
411,1,1326,1.248614e+03,5.625030e+02
412,1,3229,1.956809e+03,5.707993e+02
413,1,2461,3.683462e+01,5.756384e+02
414,1,2076,3.953690e+02,5.674986e+02
415,1,1512,8.275066e+01,5.715675e+02
416,1,1008,1.891706e+02,5.715714e+02
417,1,1598,4.458129e+02,5.817453e+02
418,1,1671,9.051927e+02,5.876499e+02
419,1,2319,5.794183e+02,5.827680e+02
420,1,2099,1.165292e+03,5.839929e+02
421,1,1703,1.408290e+03,5.869818e+02
422,1,2341,1.272794e+03,5.913960e+02
423,1,2068,7.946891e+02,5.839255e+02
424,1,1156,1.669879e+02,5.835433e+02
425,1,1798,1.090929e+02,5.959049e+02
426,1,1115,1.428152e+02,5.883570e+02
427,1,2338,5.168751e+02,5.914140e+02
428,1,1952,2.110835e+02,6.029129e+02
429,1,2340,9.940205e+02,6.030590e+02
430,1,1290,1.123945e+03,5.948651e+02
431,1,1341,3.626242e+02,5.985928e+02
432,1,2309,1.733335e+03,6.027401e+02
433,1,1923,1.211565e+03,6.022553e+02
434,1,804,1.086720e+03,6.012264e+02
435,1,1035,4.757826e+02,6.010213e+02
436,1,1405,1.181085e+03,6.208427e+02
437,1,340,4.972088e+02,6.140588e+02
438,1,637,4.514553e+02,6.123281e+02
439,1,1235,1.123227e+03,6.242154e+02
440,1,2486,1.489903e+03,6.142401e+02
441,1,2353,3.251262e+02,6.181955e+02
442,1,1319,4.423207e+02,6.293230e+02
443,1,1173,1.488244e+02,6.263078e+02
444,1,1013,1.788707e+02,6.262359e+02
445,1,1740,9.302776e+02,6.187103e+02
446,1,1442,8.772531e+02,6.215125e+02
447,1,1112,4.890836e+02,6.368975e+02
448,1,1079,1.087199e+03,6.270899e+02
449,1,1434,5.238815e+02,6.375732e+02
450,1,2215,7.808289e+02,6.282492e+02
451,1,1958,3.613345e+02,6.416542e+02
452,1,2409,2.516563e+01,6.343462e+02
453,1,1852,1.092802e+02,6.356609e+02
454,1,1116,8.421801e+02,6.310036e+02
455,1,1520,8.162586e+02,6.465059e+02
456,1,2595,1.379327e+03,6.432740e+02
457,1,1577,2.321465e+02,6.401338e+02
458,1,1251,9.019568e+02,6.459840e+02
459,1,490,8.620571e+02,6.449571e+02
460,1,1600,1.092611e+03,6.547931e+02
461,1,2381,1.620475e+03,6.474931e+02
462,1,1118,9.587889e+02,6.460206e+02
463,1,1731,1.527345e+03,6.532611e+02
464,1,2532,6.087093e+02,6.528870e+02
465,1,2263,4.001816e+02,6.576452e+02
466,1,817,9.255679e+02,6.639718e+02
467,1,1188,8.597778e+02,6.685219e+02
468,1,1497,2.674542e+02,6.646206e+02
469,1,1053,4.269345e+02,6.600038e+02
470,1,1902,6.172240e+01,6.636220e+02
471,1,1900,7.143068e+02,6.600063e+02
472,1,1351,9.559252e+02,6.755788e+02
473,1,1895,1.584475e+02,6.631583e+02
474,1,1650,2.270127e+02,6.738903e+02
475,1,2100,1.028572e+03,6.665686e+02
476,1,2193,1.586243e+03,6.733995e+02
477,1,2299,1.261509e+03,6.743275e+02
478,1,943,1.094836e+03,6.819300e+02
479,1,2035,6.700049e+02,6.778885e+02
480,1,1400,1.425071e+02,6.890057e+02
481,1,1919,1.479569e+03,6.829713e+02
482,1,2153,1.001273e+02,6.839336e+02
483,1,1677,5.337179e+02,6.882343e+02
484,1,1349,9.081216e+02,6.847257e+02
485,1,1651,1.177974e+03,6.868116e+02
486,1,1313,4.809650e+02,6.913503e+02
487,1,1054,8.374336e+02,6.867903e+02
488,1,1595,1.077564e+03,6.978721e+02
489,1,904,5.098108e+02,6.988938e+02
490,1,1899,4.361001e+02,6.934634e+02
491,1,2210,3.158661e+02,7.010294e+02
492,1,1500,7.125540e+02,6.967980e+02
493,1,1997,4.731948e+01,7.036730e+02
494,1,929,8.254919e+02,7.036426e+02
495,1,1814,1.720968e+03,7.010739e+02
496,1,1147,9.012101e+02,7.080584e+02
497,1,2012,1.911809e+03,7.101640e+02
498,1,2345,1.231406e+03,7.117838e+02
499,1,1667,3.788998e+02,7.096365e+02
500,1,1464,4.628149e+02,7.208880e+02
501,1,2118,2.057290e+02,7.153938e+02
502,1,1290,7.123612e+02,7.229388e+02
503,1,2470,6.491992e+02,7.220939e+02
504,1,1898,1.948240e+03,7.161781e+02
505,1,866,1.176747e+03,7.161778e+02
506,1,1500,1.645707e+03,7.148953e+02
507,1,2005,8.675551e+02,7.240414e+02
508,1,1478,1.982497e+03,7.234871e+02
509,1,1480,1.056239e+03,7.231439e+02
510,1,1942,1.759060e+03,7.190705e+02
511,1,2735,5.963974e+02,7.250293e+02
512,1,1335,8.183895e+02,7.261610e+02
513,1,1393,5.495915e+02,7.274444e+02
514,1,1136,1.371629e+02,7.331435e+02
515,1,1976,3.488978e+02,7.360587e+02
516,1,1231,1.197660e+03,7.342876e+02
517,1,1509,1.656932e+02,7.338012e+02
518,1,1468,1.092691e+03,7.399455e+02
519,1,1962,4.154139e+02,7.361656e+02
520,1,1869,9.210380e+02,7.359240e+02
521,1,2344,8.263481e+01,7.354445e+02
522,1,1315,1.628748e+03,7.391506e+02
523,1,1959,7.887586e+02,7.411710e+02
524,1,1976,1.723611e+03,7.493350e+02
525,1,2997,1.147621e+03,7.456280e+02
526,1,1255,1.016704e+03,7.401912e+02
527,1,1676,1.430446e+03,7.484630e+02
528,1,2051,1.807382e+03,7.509488e+02
529,1,2351,6.878894e+02,7.587218e+02
530,1,1006,1.038983e+03,7.571660e+02
531,1,1568,1.633556e+03,7.668099e+02
532,1,1617,9.883166e+02,7.635733e+02
533,1,1750,3.763674e+02,7.660800e+02
534,1,2119,5.307159e+02,7.623790e+02
535,1,1616,5.897865e+02,7.650588e+02
536,1,1006,1.195399e+03,7.678757e+02
537,1,1052,1.768357e+03,7.560998e+02
538,1,1329,1.250959e+03,7.642807e+02
539,1,1050,1.222619e+03,7.620162e+02
540,1,1560,1.067097e+03,7.722256e+02
541,1,3131,4.501210e+02,7.805401e+02
542,1,1914,9.314791e+02,7.725397e+02
543,1,1968,1.421865e+03,7.829766e+02
544,1,1506,1.780204e+03,7.843977e+02
545,1,1409,8.174762e+02,7.746615e+02
546,1,598,1.191184e+03,7.873127e+02
547,1,1805,2.498809e+02,7.805346e+02
548,1,764,2.186204e+02,7.763770e+02
549,1,1445,4.049336e+02,7.814685e+02
550,1,1519,5.680415e+02,7.883094e+02
551,1,1666,1.020111e+03,7.907311e+02
552,1,948,7.855506e+02,7.869357e+02
553,1,515,1.232790e+03,7.957146e+02
554,1,1724,1.100260e+03,7.919803e+02
555,1,970,1.752761e+03,7.994546e+02
556,1,1042,1.726707e+03,7.877572e+02
557,1,972,2.106235e+02,7.985237e+02
558,1,2127,6.276164e+02,7.946930e+02
559,1,1862,9.193824e+02,8.055226e+02
560,1,2131,1.299500e+03,7.978672e+02
561,1,1596,1.261703e+03,8.001034e+02
562,1,1399,1.148832e+03,7.926640e+02
563,1,2339,1.502244e+03,7.960453e+02
564,1,2313,1.330843e+02,8.032905e+02
565,1,1594,1.458620e+03,8.028043e+02
566,1,2142,8.311345e+01,8.027330e+02
567,1,1606,7.363163e+02,8.042391e+02
568,1,1720,8.082541e+02,8.135169e+02
569,1,994,1.214648e+03,8.100875e+02
570,1,2246,2.652716e+02,8.162079e+02
571,1,2188,4.035137e+02,8.212016e+02
572,1,1598,1.332463e+03,8.158235e+02
573,1,1812,1.059246e+03,8.142252e+02
574,1,1151,1.132501e+03,8.183467e+02
575,1,2537,1.406629e+03,8.214647e+02
576,1,1802,5.703929e+02,8.217103e+02
577,1,3593,1.694856e+03,8.189012e+02
578,1,821,1.170629e+03,8.202619e+02
579,1,1035,1.506621e+03,8.341353e+02
580,1,1429,1.196878e+03,8.287404e+02
581,1,2243,1.804472e+02,8.228805e+02
582,1,1293,1.473134e+03,8.381307e+02
583,1,1742,1.555666e+03,8.304449e+02
584,1,1678,6.119768e+02,8.339076e+02
585,1,2097,6.521907e+02,8.395770e+02
586,1,988,1.097728e+03,8.321073e+02
587,1,2277,1.022117e+02,8.444967e+02
588,1,2499,5.142133e+02,8.394390e+02
589,1,1779,7.392676e+02,8.428482e+02
590,1,2103,8.790404e+02,8.430499e+02
591,1,1927,9.185776e+02,8.491884e+02
592,1,2183,1.979290e+03,8.449116e+02
593,1,1184,1.152572e+03,8.494307e+02
594,1,2078,3.457892e+02,8.394605e+02
595,1,647,1.254085e+03,8.344900e+02
596,1,2081,1.657714e+03,8.501144e+02
597,1,2228,4.776257e+01,8.470175e+02
598,1,1723,1.004302e+03,8.438015e+02
599,1,667,1.086750e+03,8.561904e+02
600,1,824,1.380841e+03,8.531663e+02
601,1,1261,1.118140e+03,8.555654e+02
602,1,1263,1.231483e+03,8.470839e+02
603,1,1639,1.267308e+03,8.611922e+02
604,1,2025,1.350896e+03,8.515526e+02
605,1,1988,7.728612e+02,8.522098e+02
606,1,1088,1.182701e+03,8.605386e+02
607,1,1580,8.374165e+02,8.498595e+02
608,1,1754,1.056349e+03,8.569407e+02
609,1,2266,1.576121e+02,8.591739e+02
610,1,1554,1.410503e+03,8.635302e+02
